evm.model.A01.15	XP_010492988.1	78.626	131	25	1	3	130	299	429	2.04E-53	185	86.26
evm.model.A01.15	XP_010420730.2	76.119	134	29	1	2	132	90	223	3.22E-53	179	85.07
evm.model.A01.15	XP_002873940.1	78.626	131	25	1	3	130	292	422	1.70E-52	182	86.26
evm.model.A01.15	XP_020878275.1	78.626	131	25	1	3	130	304	434	1.75E-52	183	86.26
evm.model.A01.15	NP_001318597.1	77.273	132	27	1	2	130	293	424	2.18E-52	182	86.36
evm.model.A01.15	XP_010454204.1	77.863	131	26	1	3	130	302	432	4.86E-52	181	86.26
evm.model.A01.15	XP_006287435.1	78.626	131	25	1	3	130	295	425	1.13E-51	181	86.26
evm.model.A01.15	XP_006400488.1	77.863	131	26	1	3	130	294	424	1.98E-51	180	87.02
evm.model.A01.15	XP_018472356.1	77.863	131	26	1	3	130	288	418	4.79E-51	179	86.26
evm.model.A01.15	XP_018446397.1	82.203	118	21	0	13	130	304	421	5.97E-50	176	90.68
evm.model.A01.15	XP_013667376.1	75.573	131	29	1	3	130	290	420	2.68E-49	174	83.97
evm.model.A01.15	XP_011021572.1	66.412	131	41	1	3	130	295	425	2.88E-49	174	81.68
evm.model.A01.15	XP_011021571.1	66.412	131	41	1	3	130	302	432	3.18E-49	174	81.68
evm.model.A01.15	XP_018443058.1	74.809	131	30	1	3	130	291	421	5.65E-49	173	85.5
evm.model.A01.15	XP_009120899.1	75.573	131	29	1	3	130	290	420	8.70E-49	172	83.97
evm.model.A01.15	XP_002314715.1	64.885	131	43	1	3	130	295	425	3.05E-48	171	81.68
evm.model.A01.15	XP_024466566.1	64.885	131	43	1	3	130	302	432	3.44E-48	171	81.68
evm.model.A01.15	XP_013612728.1	73.485	132	32	1	2	130	289	420	5.78E-48	171	83.33
evm.model.A01.15	XP_013663206.1	73.485	132	32	1	2	130	289	420	6.13E-48	171	83.33
evm.model.A01.15	XP_007034682.2	64.122	131	44	1	3	130	292	422	9.85E-47	167	79.39
evm.model.A01.15	XP_021606363.1	62.879	132	46	1	2	130	293	424	8.49E-46	165	81.82
evm.model.A01.15	XP_010546815.1	65.649	131	42	1	3	130	291	421	1.69E-45	164	79.39
evm.model.A01.15	XP_018837001.1	66.667	120	40	0	13	132	307	426	3.34E-45	163	84.17
evm.model.A01.15	XP_021291636.1	63.91	133	45	1	3	132	292	424	3.60E-45	163	77.44
evm.model.A01.15	XP_022762040.1	63.158	133	46	1	3	132	292	424	5.82E-45	162	78.95
evm.model.A01.15	XP_021893846.1	66.949	118	39	0	13	130	308	425	6.18E-45	162	81.36
evm.model.A01.15	XP_021893846.1	32.727	110	73	1	19	127	370	479	2.58E-05	52.8	54.55
evm.model.A01.15	XP_021691922.1	61.832	131	47	1	3	130	295	425	6.66E-45	162	80.15
evm.model.A01.15	XP_006419871.1	67.797	118	38	0	13	130	320	437	7.43E-45	162	81.36
evm.model.A01.15	XP_021893836.1	62.595	131	46	1	3	130	315	445	9.27E-45	162	77.1
evm.model.A01.15	XP_021893836.1	32.727	110	73	1	19	127	390	499	2.62E-05	52.8	54.55
evm.model.A01.15	XP_021613387.1	60.902	133	49	1	3	132	295	427	3.46E-44	160	79.7
evm.model.A01.15	XP_002517205.1	62.121	132	47	1	2	130	303	434	5.37E-44	160	78.79
evm.model.A01.15	XP_012092245.1	61.832	131	47	1	3	130	295	425	5.56E-44	160	80.15
evm.model.A01.15	XP_016752671.1	63.559	118	43	0	13	130	104	221	8.41E-44	155	83.05
evm.model.A01.15	XP_031396363.1	60.606	132	49	1	2	130	293	424	8.86E-44	159	77.27
evm.model.A01.15	XP_021595363.1	61.364	132	48	1	2	130	294	425	8.89E-44	159	78.79
evm.model.A01.15	XP_031263769.1	65.254	118	41	0	13	130	308	425	1.03E-43	159	83.9
evm.model.A01.15	XP_016540307.1	62.595	131	46	1	3	130	294	424	1.07E-43	159	80.15
evm.model.A01.15	XP_030548140.1	66.949	118	39	0	13	130	308	425	1.08E-43	159	82.2
evm.model.A01.15	XP_031263768.1	65.254	118	41	0	13	130	313	430	1.09E-43	159	83.9
evm.model.A01.15	XP_021595362.1	61.364	132	48	1	2	130	318	449	1.21E-43	159	78.79
evm.model.A01.15	XP_010024369.1	65.254	118	41	0	13	130	307	424	1.42E-43	159	83.05
evm.model.A01.15	XP_031396362.1	60.606	132	49	1	2	130	322	453	1.72E-43	159	77.27
evm.model.A01.15	XP_030465878.1	66.949	118	39	0	13	130	307	424	2.30E-43	158	82.2
evm.model.A01.15	XP_002274973.1	67.797	118	38	0	13	130	308	425	4.28E-43	157	83.05
evm.model.A01.15	XP_002300846.1	64.167	120	43	0	13	132	308	427	4.35E-43	157	81.67
evm.model.A01.15	XP_010255957.1	66.667	120	40	0	13	132	304	423	4.67E-43	157	80.83
evm.model.A01.15	XP_031276606.1	64.407	118	42	0	13	130	320	437	4.72E-43	158	80.51
evm.model.A01.15	XP_031401838.1	66.102	118	40	0	13	130	308	425	5.06E-43	157	81.36
evm.model.A01.15	XP_022723059.1	66.102	118	40	0	13	130	305	422	5.54E-43	157	82.2
evm.model.A01.15	XP_023004254.1	65.254	118	41	0	13	130	307	424	5.63E-43	157	83.9
evm.model.A01.15	XP_022960216.1	65.254	118	41	0	13	130	307	424	5.81E-43	157	83.9
evm.model.A01.15	XP_002876710.1	62.712	118	44	0	13	130	298	415	6.34E-43	157	84.75
evm.model.A01.15	XP_010468883.1	62.712	118	44	0	13	130	302	419	6.85E-43	157	82.2
evm.model.A01.15	XP_030974738.1	60.305	131	48	2	3	130	286	415	9.45E-43	156	77.86
evm.model.A01.15	XP_017649467.1	60.305	131	49	1	3	130	291	421	1.05E-42	157	75.57
evm.model.A01.15	XP_010512722.1	61.864	118	45	0	13	130	304	421	1.09E-42	156	83.05
evm.model.A01.15	XP_010413193.1	61.864	118	45	0	13	130	302	419	1.21E-42	156	83.05
evm.model.A01.15	XP_022771099.1	64.407	118	42	0	13	130	305	422	1.46E-42	156	83.05
evm.model.A01.15	XP_016678713.1	60.305	131	49	1	3	130	291	421	1.47E-42	156	75.57
evm.model.A01.15	XP_022138183.1	61.654	133	48	1	3	132	294	426	1.63E-42	156	75.19
evm.model.A01.15	XP_030974737.1	60.305	131	48	2	3	130	319	448	1.78E-42	156	77.86
evm.model.A01.15	XP_020419444.1	61.069	131	48	1	3	130	291	421	2.09E-42	156	77.86
evm.model.A01.15	XP_021760436.1	61.069	131	48	1	3	130	291	421	2.35E-42	155	78.63
evm.model.A01.15	XP_007050619.2	63.559	118	43	0	13	130	305	422	2.48E-42	155	84.75
evm.model.A01.15	XP_028119387.1	66.102	118	40	0	13	130	318	435	2.48E-42	156	81.36
evm.model.A01.15	XP_022758222.1	65.254	118	41	0	13	130	305	422	2.62E-42	155	83.9
evm.model.A01.15	XP_012473533.1	63.559	118	43	0	13	130	305	422	2.62E-42	155	83.05
evm.model.A01.15	XP_008451278.1	65.254	118	41	0	13	130	307	424	2.71E-42	155	83.05
evm.model.A01.15	XP_028119386.1	66.102	118	40	0	13	130	384	501	3.40E-42	156	81.36
evm.model.A01.15	XP_028119385.1	66.102	118	40	0	13	130	384	501	3.43E-42	156	81.36
evm.model.A01.15	XP_028119382.1	66.102	118	40	0	13	130	384	501	3.47E-42	156	81.36
evm.model.A01.15	XP_017625418.1	63.559	118	43	0	13	130	304	421	3.65E-42	155	82.2
evm.model.A01.15	XP_028119380.1	66.102	118	40	0	13	130	384	501	3.84E-42	156	81.36
evm.model.A01.15	XP_009758575.1	62.308	130	46	1	3	129	294	423	3.97E-42	155	79.23
evm.model.A01.15	XP_021748152.1	60.305	131	49	1	3	130	291	421	4.22E-42	155	78.63
evm.model.A01.15	XP_016451754.1	62.308	130	46	1	3	129	294	423	4.23E-42	155	79.23
evm.model.A01.15	XP_012069574.1	58.647	133	52	1	3	132	295	427	4.57E-42	155	77.44
evm.model.A01.15	XP_004146951.1	66.102	118	40	0	13	130	307	424	4.85E-42	155	82.2
evm.model.A01.15	NP_001190166.1	60.833	120	47	0	13	132	302	421	4.94E-42	155	82.5
evm.model.A01.15	XP_016451374.1	62.308	130	46	1	3	129	294	423	4.95E-42	155	79.23
evm.model.A01.15	XP_027937022.1	60.833	120	47	0	13	132	306	425	5.32E-42	154	81.67
evm.model.A01.15	XP_021830144.1	60.305	131	49	1	3	130	291	421	5.32E-42	155	77.1
evm.model.A01.15	XP_031745148.1	66.102	118	40	0	13	130	315	432	5.38E-42	155	82.2
evm.model.A01.15	XP_021653881.1	57.143	133	54	1	3	132	295	427	5.58E-42	155	77.44
evm.model.A01.15	XP_019236019.1	62.308	130	46	1	3	129	294	423	5.68E-42	155	79.23
evm.model.A01.15	XP_010939912.1	65.254	118	41	0	13	130	308	425	6.52E-42	154	80.51
evm.model.A01.15	XP_006444073.1	63.559	118	43	0	13	130	308	425	7.38E-42	154	83.9
evm.model.A01.15	XP_011026173.1	63.333	120	44	0	13	132	308	427	9.62E-42	154	80.83
evm.model.A01.15	XP_006293101.1	61.017	118	46	0	13	130	302	419	1.02E-41	154	83.05
evm.model.A01.15	XP_017229794.1	62.712	118	44	0	13	130	305	422	1.05E-41	154	83.05
evm.model.A01.15	XP_021281054.1	62.712	118	44	0	13	130	305	422	1.25E-41	154	83.05
evm.model.A01.15	XP_003518925.1	60	120	48	0	13	132	306	425	1.28E-41	154	82.5
evm.model.A01.15	XP_011032708.1	63.559	118	43	0	13	130	307	424	1.35E-41	154	82.2
evm.model.A01.15	XP_002520743.1	58.779	131	51	1	3	130	295	425	1.54E-41	154	78.63
evm.model.A01.15	XP_022857983.1	65.254	118	41	0	13	130	306	423	1.59E-41	153	82.2
evm.model.A01.15	XP_022857979.1	65.254	118	41	0	13	130	320	437	1.83E-41	154	82.2
evm.model.A01.15	XP_022857982.1	65.254	118	41	0	13	130	319	436	2.12E-41	153	82.2
evm.model.A01.15	XP_030444095.1	62.712	118	44	0	13	130	308	425	2.31E-41	153	80.51
evm.model.A01.15	XP_024164504.1	58.779	131	51	1	3	130	290	420	2.58E-41	153	78.63
evm.model.A01.15	XP_008222959.1	58.779	131	51	1	3	130	291	421	3.48E-41	152	76.34
